Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Marshall Islands,MHL,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1763916,NA,NA,118.0555573,98.11965942,NA,104.1832733,116.3306503,120.0803223,112.7451019,110.3383484,NA,103.9451065,NA,NA,NA,NA
Marshall Islands,MHL,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.3649597,NA,NA,110.7558136,108.9430923,NA,115.9615402,113.1274109,114.041748,115.8088226,108,NA,95.91837311,NA,NA,NA,NA
Marshall Islands,MHL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5298233,NA,NA,114.2964096,103.6666718,NA,110.1761322,114.6942825,116.9756088,114.3263779,109.1237564,NA,99.75409698,NA,NA,NA,NA
Mauritania,MRT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.05,NA,NA,NA,NA,NA,41.16,NA,20.62,NA,NA,NA,NA,19.64,NA,NA,NA,14.39,NA,NA,NA,10.91,NA,NA,NA,NA,NA,NA,NA
Mauritania,MRT,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61784,5.30703,6.11359,9.29678,NA,16.10006,NA,NA,NA,21.74483,24.35903,22.5226,28.50233,25.3202,21.30637,25.56486,24.93802,27.46427,26.95013,27.64722,29.31046,33.2257,39.59082,41.43275833,NA,42.31758881,40.88507843,NA,NA,41.87004852,42.96957016,54.87817001,NA,69.0626297,NA,NA,69.29638672,72.02011871,NA,NA
Mauritania,MRT,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.47285,15.13712,17.50606,22.11152,NA,34.32594,NA,NA,NA,37.85724,39.86535,43.10932,48.01536,42.7814,36.01206,39.01994,37.47497,37.95553,37.66476,38.84044,38.77277,43.3493,47.77191,48.34732819,NA,47.80179977,44.44226837,NA,NA,43.19496155,44.22229004,55.04098892,NA,65.83524323,NA,NA,68.10167694,69.75434875,NA,NA
Mauritania,MRT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.13208,10.31424,11.91304,15.81802,18.98656,25.36666,NA,29.05783,NA,29.92908,32.23468,32.97552,38.41023,34.18838,28.77701,32.40076,31.30465,32.79165,32.39159,33.33333,34.11784,38.36712,43.74566,44.94490814,NA,45.10374832,42.69173813,NA,NA,42.54296112,43.60570908,54.96083069,NA,67.42391968,NA,NA,68.68994904,70.87001801,NA,NA
Mauritius,MUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,0.53,NA,NA,NA
Mauritius,MUS,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.84636,82.35767,93.58405,126.55586,98.99389,102.56092,69.05752,113.52088,114.7053,111.88521,103.03151,98.38514,95.96592,94.23337,93.23032,99.86324,103.0715332,102.0124893,102.9629593,99.66133881,101.5821304,100.4619598,101.0475769,99.28086853,101.9466171,100.517067,98.59185791,103.2394791,102.2495117,100.2939606,103.007019,NA,NA
Mauritius,MUS,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.79151,79.33322,93.27475,124.11813,101.08363,102.83541,66.91914,113.77575,113.5987,107.59614,101.00623,96.66893,95.74722,93.44329,94.3373,94.95625,102.2312012,103.548233,101.8270874,99.87084198,101.8100433,97.91589355,100.6240997,96.88491821,99.38619232,100.5674667,98.49855804,103.856369,102.2724915,98.41422272,100.0859299,NA,NA
Mauritius,MUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3255,80.83859,93.42858,125.32911,100.04666,102.69937,67.97723,113.64991,114.14342,109.70171,101.99873,97.51052,95.85479,93.83273,93.79056,97.38307,102.6470108,102.7889404,102.3889999,99.76711273,101.6970978,99.1776886,100.8337784,98.07047272,100.6518402,100.5425797,98.54463196,103.5514679,102.2611313,99.34342194,101.530777,NA,NA
Mexico,MEX,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.39,NA,NA,NA,NA,11.56,NA,NA,9.73,NA,8.58,NA,14.09,NA,14.29,NA,11,NA,8.81,NA,4.82,8.66,3.29,NA,3.8,NA,3.8,NA,2.68,NA,NA,NA
Mexico,MEX,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.66176,66.32108,71.86282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.39783,90.68912,93.15697,93.91989,93.09611,NA,92.49064636,92.99529266,93.49247742,94.68460083,94.13458252,95.72386932,96.19235229,96.00962067,96.67205811,95.71456146,93.75067902,93.99691772,93.99102783,100.7478638,104.5493469,NA,NA
Mexico,MEX,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.56106,71.298,76.15566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.51815,90.37997,93.47002,95.85761,96.71437,NA,96.79589081,96.94400024,96.79705811,97.30036163,96.62364197,97.30979919,97.08618927,96.67958069,96.36531067,94.62596893,92.17032623,91.3826828,91.51941681,97.57437134,101.9191208,NA,NA
Mexico,MEX,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13663,68.83675,74.0312,74.08012,77.85125,80.58245,82.4824,83.54919,85.20997,88.98087,87.78896,89.46549,89.89089,89.3742,88.73353,86.60258,86.15552,87.85118,88.95181,90.5327,93.31485,94.89341,94.90376,NA,94.62763214,94.95298767,95.13259125,95.98397827,95.37284088,96.51464844,96.63960266,96.34645081,96.51708221,95.16184235,92.94402313,92.65685272,92.7220993,99.12120819,103.2030716,NA,NA
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",FSM,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",FSM,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",FSM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (all income levels),MEA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (all income levels),MEA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.56988144,35.54157639,35.74228287,37.4781723,39.34233093,41.96212006,44.00236511,46.24884033,45.7308197,43.68036652,48.0671196,51.66292191,53.57351303,55.62109756,58.42762375,62.67712402,62.67038727,63.26791382,64.5519104,65.50021362,67.91265869,69.2432251,71.05574799,72.89568329,73.66694641,75.87397003,76.90424347,77.87322998,78.78702545,79.72926331,79.33177948,81.32322693,82.51187897,83.57442474,88.7751236,90.12992096,86.16645813,87.11720276,88.79815674,88.61460114,90.55309296,91.26345062,93.65737915,92.65426636,NA,NA
Middle East & North Africa (all income levels),MEA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.19717026,61.17006302,61.05799484,63.09002686,64.93371582,68.7181778,70.56858826,73.29883575,73.47954559,68.53122711,70.99568176,74.76584625,75.24999237,76.43030548,78.94808197,83.48538208,81.91480255,81.2882843,81.24517822,81.44309235,82.96238708,83.42390442,84.58951569,85.73556519,85.41917419,86.80895233,87.25508118,87.61589813,88.00328064,88.25931549,87.3866272,89.14910126,89.61647034,91.60749817,94.17241669,95.35173035,92.53403473,93.15751648,95.91207886,94.09642029,96.13413239,96.3332901,98.42032623,96.10101318,NA,NA
Middle East & North Africa (all income levels),MEA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.72032547,48.69281387,48.73202133,50.61727142,52.4701767,55.68608856,57.62849426,60.12043762,59.95854187,56.42240524,59.82421875,63.50759888,64.6827774,66.28272247,68.93901825,73.33322144,72.52361298,72.4930191,73.09720612,73.66195679,75.61746216,76.50161743,77.97673798,79.45869446,79.67350769,81.46327209,82.19487762,82.84934235,83.4933548,84.08487701,83.44430542,85.31917572,86.13680267,87.6735611,91.53096771,92.79784393,89.42079163,90.20479584,92.43424988,91.4161911,93.4056778,93.85684204,96.09714508,94.42086792,NA,NA
Middle East & North Africa (developing only),MNA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35,NA,NA,8.44,NA,NA,5.98,NA,NA,6.95,NA,NA,6.1,NA,NA,4.17,NA,NA,NA,NA,NA,3.34,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (developing only),MNA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.37540817,34.38130951,34.63215637,36.55830383,38.60181427,41.39512253,43.47783279,45.93086243,45.32939148,43.08339691,47.67212296,51.37054443,53.34936523,55.44651413,58.38811874,63.00700378,62.85096741,63.364254,64.67572021,65.57441711,68.09770966,69.46936035,71.40930939,73.22385406,73.87647247,76.17714691,77.04798889,77.86465454,78.66717529,79.52204132,78.92165375,80.99320984,82.11052704,83.0746994,88.62992096,89.97657013,85.41262054,86.32442474,88.06420135,87.48516846,89.31517792,89.75038147,91.75875092,90.63404846,NA,NA
Middle East & North Africa (developing only),MNA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.10734177,61.11547852,61.03234863,63.25178909,65.28781128,69.33870697,71.1939621,74.15026093,74.30834198,68.90267944,71.4556427,75.35581207,75.79890442,77.0467453,79.76230621,84.69010162,82.8867569,82.0608139,81.93660736,82.02919769,83.64841461,84.09855652,85.37312317,86.51997375,86.07733154,87.61952972,87.83260345,88.0307312,88.28768921,88.4287262,87.36313629,89.26798248,89.61200714,91.71755219,94.44756317,95.6869278,92.41260529,92.97521973,95.6977005,93.40837097,95.51314545,95.54476929,97.73374939,95.02965546,NA,NA
Middle East & North Africa (developing only),MNA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09937668,48.10654068,48.1852417,50.25995255,52.2995491,55.73706436,57.70153809,60.41129684,60.19787216,56.33057404,59.87538528,63.67618942,64.86332703,66.52137756,69.34434509,74.11872864,73.1164093,72.94297028,73.51901245,74.00602722,76.06626129,76.96334076,78.55560303,80.0246048,80.11603546,82.02902222,82.56339264,83.05902863,83.58177948,84.07187653,83.2339325,85.22116089,85.94207001,87.490448,91.60353851,92.89646149,88.99252319,89.72572327,91.96780396,90.51393127,92.48428345,92.71329498,94.81357574,92.88104248,NA,NA
Middle income,MIC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.28,NA,NA,52.25,NA,NA,46.45,NA,NA,45.57,NA,NA,41.4,NA,NA,34.67,NA,NA,33.71,NA,NA,29.94,NA,NA,23,NA,NA,20.03,NA,17,14.22,12.53,NA,NA,NA
Middle income,MIC,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2482605,66.82290649,67.61507416,68.0136261,68.70360565,69.36769104,70.30667877,70.95815277,71.75502777,72.85112762,73.76060486,74.53580475,75.28266144,76.31086731,77.17473602,77.34486389,77.20711517,77.27843475,77.05893707,77.60241699,77.82820892,77.29199982,78.1335907,78.97163391,78.42438507,77.32553864,77.22593689,77.69796753,78.20082092,79.60115814,81.04553986,82.21857452,84.57230377,86.210289,87.73614502,89.04180908,90.59355927,92.30220795,94.01399994,94.43700409,94.30066681,94.99549866,94.94987488,NA,NA
Middle income,MIC,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.61845398,78.06034851,78.83032227,79.1732254,79.95837402,80.65598297,81.4131012,82.08784485,82.72067261,83.5791626,84.43035126,85.09677124,85.78461456,86.804245,87.62516022,87.82277679,87.70771027,87.75969696,87.49660492,87.7123642,87.96469116,86.90078735,87.53272247,88.13867188,87.23934937,85.79116821,85.29454803,85.27906036,85.24066925,86.15427399,86.59780121,87.70711517,88.34222412,89.56164551,90.72679138,91.88336945,92.96363831,94.17428589,95.45050812,95.66864014,95.47480774,96.11366272,96.00248718,NA,NA
Middle income,MIC,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.93144226,72.10556793,72.60703278,73.38414764,73.75063324,74.48703003,75.1674118,76.01329041,76.67675018,77.3895874,78.36281586,79.23992157,79.95533752,80.66914368,81.69057465,82.53052521,82.71398926,82.58752441,82.64916229,82.40914917,82.78619385,83.02619934,82.21987915,82.95479584,83.67449951,82.94754791,81.67100525,81.37085724,81.59455872,81.82131958,82.9748764,83.90885162,85.05224609,86.52081299,87.94332886,89.28346252,90.51344299,91.82167816,93.27322388,94.759552,95.07666779,94.91101074,95.57704926,95.49748993,NA,NA
Moldova,MDA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,13.41,NA,NA,NA,NA,16.07,27.56,39.1,35.92,27.55,16.36,7.76,8.26,13.95,2.41,1.11,1.29,1.03,0.53,0.28,0.34,0.08,NA,NA
Moldova,MDA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.83847,NA,NA,NA,NA,NA,NA,96.39881134,95.16993713,96.50727081,99.41259003,97.64872742,92.87084961,90.48338318,91.4650116,92.65367889,90.17375183,89.96170807,92.71388245,NA,NA
Moldova,MDA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.94737,NA,NA,NA,NA,NA,NA,97.85613251,95.58255768,95.95291901,99.56291199,98.39620972,92.95443726,92.23703003,94.10356903,91.33979797,91.97550201,89.33528137,93.34651947,NA,NA
Moldova,MDA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.89371,NA,NA,NA,94.35630798,97.78652954,97.26114655,97.14170074,95.38089752,96.22393799,99.48995209,98.03025818,92.91346741,91.37654877,92.81584167,91.97969818,91.09963226,89.63884735,93.03943634,NA,NA
Monaco,MCO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,MCO,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,MCO,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,MCO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,MNG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.86,NA,NA,26.92,NA,NA,NA,10.55,NA,NA,NA,NA,1.34,NA,NA,0.76,0.57,0.38,NA,NA,NA
Mongolia,MNG,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.0634,82.53327,81.37209,91.37309,88.84610748,89.29425812,94.17366028,100.9300766,102.5648727,97.57331848,97.45304108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,MNG,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.37802,76.75743,72.85308,85.92363,84.68876648,84.60514832,89.75376892,97.78456116,99.38291931,97.99519348,94.87731171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,MNG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.69946,99.9234,99.36173,NA,NA,98.03515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.71464,79.63749,77.09294,88.63666,86.76152039,86.947052,91.96128082,99.35027313,100.9633331,97.78604889,96.15238953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,MNE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.14,0.37,0.09,0,0,0.21,1.26,1.69,NA,NA
Montenegro,MNE,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.02098846,101.9820328,NA,NA,NA
Montenegro,MNE,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.18477631,100.0245895,NA,NA,NA
Montenegro,MNE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.13915253,100.9681473,NA,NA,NA
Morocco,MAR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.95,NA,NA,NA,NA,NA,2.81,NA,NA,NA,NA,NA,NA,NA,7.4,NA,6.18,NA,NA,NA,NA,NA,NA,3.12,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,MAR,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8858,19.88348,20.9463,NA,25.53964,28.1179,30.63068,32.10393,33.75136,35.81881,36.70873,37.56011,44.6253,43.8618,43.96827,39.96446,34.5427,40.88557,37.96616,37.17057,37.81555,38.23238,39.64269,40.82544,42.77362,45.77798,48.43822861,51.27370071,53.76819992,56.27286148,62.16852951,70.32746887,75.00061798,78.24266815,78.26418304,77.16853333,77.04164124,81.36979675,86.55181885,97.7527771,98.40930176,99.72135925,NA
Morocco,MAR,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.70456,35.06563,36.92619,NA,42.31061,46.41474,49.73945,52.81349,53.89749,56.93542,58.48211,60.10095,69.38028,66.67248,65.80091,62.17291,53.06103,59.23722,55.06979,53.08667,53.19055,53.03556,54.80696,55.10452,56.62201,59.8692,61.00246048,63.86146164,64.45625305,66.62243652,69.43920898,76.29521179,80.83476257,84.76467896,85.1818924,83.39524078,82.52902222,86.31163025,91.05235291,100.782547,99.38442993,101.562561,NA
Morocco,MAR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.40127,26.07929,26.94353,27.62994,29.11087,31.64855,34.10871,37.46319,40.38724,42.67481,44.03488,46.59884,47.82375,49.0652,57.25789,55.49945,55.10493,51.29188,43.98858,50.24641,46.68898,45.28181,45.64591,45.7693,47.36267,48.09568,49.82177,52.96261,54.85253906,57.70874023,59.23521042,61.56035995,65.88237,73.37798309,77.98609161,81.58334351,81.80400848,80.35328674,79.84871674,83.89965057,88.85845947,99.30596924,98.90911102,100.6643372,NA
